,TrainSize,Train/Test,Accuracy,SplitID
274,161,Test,82.44245401136473,91
275,161,Test_Pure,84.2934515017233,91
276,161,Train,93.7888198757764,92
277,161,Test,78.00250409322932,92
278,161,Test_Pure,79.75381585425897,92
279,161,Train,95.65217391304348,93
280,161,Test,75.72955793123374,93
281,161,Test_Pure,77.42983751846381,93
282,161,Train,91.92546583850931,94
283,161,Test,78.30106905518636,94
284,161,Test_Pure,80.05908419497784,94
285,161,Train,93.7888198757764,95
286,161,Test,80.77626890108832,95
287,161,Test_Pure,82.58985721319547,95
288,161,Train,94.40993788819875,96
289,161,Test,80.34286814986035,96
290,161,Test_Pure,82.14672575086165,96
291,161,Train,90.6832298136646,97
292,161,Test,82.13425792160261,97
293,161,Test_Pure,83.97833579517479,97
294,161,Train,98.75776397515527,98
295,161,Test,75.18058364634499,98
296,161,Test_Pure,76.86853766617429,98
297,161,Train,94.40993788819875,99
298,161,Test,66.97486275642878,99
299,161,Test_Pure,68.47858197932052,99
300,177,Train,97.74011299435028,0
301,177,Test,81.87421747086584,0
302,177,Test_Pure,83.71245691777449,0
303,177,Train,94.35028248587571,1
304,177,Test,85.11990754117306,1
305,177,Test_Pure,87.03101920236337,1
306,177,Train,95.48022598870057,2
307,177,Test,80.34286814986035,2
308,177,Test_Pure,82.14672575086165,2
309,177,Train,94.35028248587571,3
310,177,Test,82.72175671771164,3
311,177,Test_Pure,84.57902511078287,3
312,177,Train,97.17514124293785,4
313,177,Test,83.89675430992969,4
314,177,Test_Pure,85.78040374199901,4
315,177,Train,93.78531073446328,5
316,177,Test,77.94471732639893,5
317,177,Test_Pure,79.69473165928113,5
318,177,Train,97.17514124293785,6
319,177,Test,79.1389771742271,6
320,177,Test_Pure,80.91580502215658,6
321,177,Train,94.35028248587571,7
322,177,Test,84.6576134065299,7
323,177,Test_Pure,86.55834564254063,7
324,177,Train,95.48022598870057,8
325,177,Test,80.0443031879033,8
326,177,Test_Pure,81.84145741014278,8
327,177,Train,93.78531073446328,9
328,177,Test,82.43282288355967,9
329,177,Test_Pure,84.28360413589365,9
330,177,Train,95.48022598870057,10
331,177,Test,78.13733988250024,10
332,177,Test_Pure,79.89167897587396,10
333,177,Train,95.48022598870057,11
334,177,Test,82.44245401136473,11
335,177,Test_Pure,84.2934515017233,11
336,177,Train,93.78531073446328,12
337,177,Test,80.30434363864009,12
338,177,Test_Pure,82.10733628754309,12
339,177,Train,93.22033898305084,13
340,177,Test,76.80824424540114,13
341,177,Test_Pure,78.53274249138356,13
342,177,Train,97.74011299435028,14
343,177,Test,84.82134257921604,14
344,177,Test_Pure,86.72575086164451,14
345,177,Train,94.35028248587571,15
346,177,Test,78.73446980641432,15
347,177,Test_Pure,80.50221565731167,15
348,177,Train,96.045197740113,16
349,177,Test,79.74573822594625,16
350,177,Test_Pure,81.53618906942393,16
351,177,Train,93.78531073446328,17
352,177,Test,83.51150919772705,17
353,177,Test_Pure,85.38650910881339,17
354,177,Train,96.045197740113,18
355,177,Test,88.83752287392853,18
356,177,Test_Pure,90.83210241260463,18
357,177,Train,93.78531073446328,19
358,177,Test,80.72811326206299,19
359,177,Test_Pure,82.54062038404727,19
360,177,Train,94.35028248587571,20
361,177,Test,77.23201386882404,20
362,177,Test_Pure,78.96602658788774,20
363,177,Train,96.045197740113,21
364,177,Test,81.02667822402003,21
365,177,Test_Pure,82.84588872476613,21
366,177,Train,97.17514124293785,22
367,177,Test,85.63035731484156,22
368,177,Test_Pure,87.55292959133432,22
369,177,Train,93.78531073446328,23
370,177,Test,82.94327265722816,23
371,177,Test_Pure,84.8055145248646,23
372,177,Train,96.61016949152543,24
373,177,Test,84.12790137725128,24
374,177,Test_Pure,86.01674052191038,24
375,177,Train,96.61016949152543,25
376,177,Test,82.336511605509,25
377,177,Test_Pure,84.18513047759724,25
378,177,Train,97.74011299435028,26
379,177,Test,81.75864393720505,26
380,177,Test_Pure,83.5942885278188,26
381,177,Train,94.91525423728814,27
382,177,Test,78.8596744678802,27
383,177,Test_Pure,80.630231413097,27
384,177,Train,97.74011299435028,28
385,177,Test,87.53732062024463,28
386,177,Test_Pure,89.50270802560316,28
387,177,Train,93.22033898305084,29
388,177,Test,79.87094288741211,29
389,177,Test_Pure,81.66420482520925,29
390,177,Train,96.045197740113,30
391,177,Test,83.64634498699797,30
392,177,Test_Pure,85.52437223042836,30
393,177,Train,96.61016949152543,31
394,177,Test,77.54020995858615,31
395,177,Test_Pure,79.28114229443624,31
396,177,Train,96.045197740113,32
397,177,Test,84.69613791775016,32
398,177,Test_Pure,86.59773510585919,32
399,177,Train,94.91525423728814,33
400,177,Test,74.5545603390157,33
401,177,Test_Pure,76.22845888724767,33
402,177,Train,97.74011299435028,34
403,177,Test,85.110276413368,34
404,177,Test_Pure,87.02117183653372,34
405,177,Train,93.22033898305084,35
406,177,Test,79.96725416546278,35
407,177,Test_Pure,81.76267848350565,35
408,177,Train,95.48022598870057,36
409,177,Test,76.41336800539344,36
410,177,Test_Pure,78.12900049236829,36
411,177,Train,96.61016949152543,37
412,177,Test,82.09573341038235,37
413,177,Test_Pure,83.93894633185623,37
414,177,Train,97.17514124293785,38
415,177,Test,82.59655205624578,38
416,177,Test_Pure,84.45100935499754,38
417,177,Train,97.17514124293785,39
418,177,Test,82.88548589039777,39
419,177,Test_Pure,84.74643032988676,39
420,177,Train,96.61016949152543,40
421,177,Test,77.49205431956082,40
422,177,Test_Pure,79.23190546528804,40
423,177,Train,98.87005649717514,41
424,177,Test,78.85004334007513,41
425,177,Test_Pure,80.62038404726735,41
426,177,Train,95.48022598870057,42
427,177,Test,82.32688047770394,42
428,177,Test_Pure,84.17528311176761,42
429,177,Train,95.48022598870057,43
430,177,Test,74.98796109024367,43
431,177,Test_Pure,76.67159034958149,43
432,177,Train,93.78531073446328,44
433,177,Test,78.10844649908503,44
434,177,Test_Pure,79.86213687838503,44
435,177,Train,95.48022598870057,45
436,177,Test,78.95598574593085,45
437,177,Test_Pure,80.7287050713934,45
438,177,Train,97.17514124293785,46
439,177,Test,85.69777520947703,46
440,177,Test_Pure,87.6218611521418,46
441,177,Train,91.52542372881356,47
442,177,Test,80.27545025522488,47
443,177,Test_Pure,82.07779419005416,47
444,177,Train,92.09039548022598,48
445,177,Test,81.44081671963787,48
446,177,Test_Pure,83.26932545544066,48
447,177,Train,94.35028248587571,49
448,177,Test,82.18241356062795,49
449,177,Test_Pure,84.02757262432299,49
450,177,Train,96.61016949152543,50
451,177,Test,81.96089762111143,50
452,177,Test_Pure,83.80108321024126,50
453,177,Train,96.045197740113,51
454,177,Test,86.70904362900896,51
455,177,Test_Pure,88.65583456425406,51
456,177,Train,95.48022598870057,52
457,177,Test,81.63343927573918,52
458,177,Test_Pure,83.46627277203348,52
459,177,Train,92.09039548022598,53
460,177,Test,82.50987190600019,53
461,177,Test_Pure,84.36238306253078,53
462,177,Train,95.48022598870057,54
463,177,Test,77.3283251468747,54
464,177,Test_Pure,79.06450024618414,54
465,177,Train,93.78531073446328,55
466,177,Test,80.43917942791101,55
467,177,Test_Pure,82.24519940915805,55
468,177,Train,97.17514124293785,56
469,177,Test,83.48261581431186,56
470,177,Test_Pure,85.35696701132447,56
471,177,Train,96.61016949152543,57
472,177,Test,84.41683521140325,57
473,177,Test_Pure,86.3121614967996,57
474,177,Train,93.78531073446328,58
475,177,Test,82.18241356062795,58
476,177,Test_Pure,84.02757262432299,58
477,177,Train,96.045197740113,59
478,177,Test,85.88076663777329,59
479,177,Test_Pure,87.80896110290497,59
480,177,Train,93.22033898305084,60
481,177,Test,74.07300394876239,60
482,177,Test_Pure,75.73609059576563,60
483,177,Train,94.91525423728814,61
484,177,Test,77.61725898102668,61
485,177,Test_Pure,79.35992122107336,61
486,177,Train,97.74011299435028,62
487,177,Test,86.56457671193297,62
488,177,Test_Pure,88.50812407680945,62
489,177,Train,94.91525423728814,63
490,177,Test,75.68140229220842,63
491,177,Test_Pure,77.3806006893156,63
492,177,Train,95.48022598870057,64
493,177,Test,82.47134739477993,64
494,177,Test_Pure,84.32299359921221,64
495,177,Train,93.78531073446328,65
496,177,Test,82.32688047770394,65
497,177,Test_Pure,84.17528311176761,65
498,177,Train,96.61016949152543,66
499,177,Test,79.35086198593856,66
500,177,Test_Pure,81.13244707040866,66
501,177,Train,96.045197740113,67
502,177,Test,78.7729943176346,67
503,177,Test_Pure,80.54160512063024,67
504,177,Train,95.48022598870057,68
505,177,Test,83.6656072426081,68
506,177,Test_Pure,85.54406696208764,68
507,177,Train,97.17514124293785,69
508,177,Test,76.46152364441876,69
509,177,Test_Pure,78.17823732151649,69
510,177,Train,92.09039548022598,70
511,177,Test,83.16478859674467,70
512,177,Test_Pure,85.03200393894633,70
513,177,Train,95.48022598870057,71
514,177,Test,79.53385341423481,71
515,177,Test_Pure,81.31954702117183,71
516,177,Train,98.87005649717514,72
517,177,Test,83.6945006260233,72
518,177,Test_Pure,85.57360905957655,72
519,177,Train,95.48022598870057,73
520,177,Test,82.63507656746604,73
521,177,Test_Pure,84.49039881831611,73
522,177,Train,93.78531073446328,74
523,177,Test,74.81460078975249,74
524,177,Test_Pure,76.49433776464795,74
525,177,Train,94.91525423728814,75
526,177,Test,76.95271116247713,75
527,177,Test_Pure,78.68045297882816,75
528,177,Train,97.17514124293785,76
529,177,Test,79.57237792545507,76
530,177,Test_Pure,81.3589364844904,76
531,177,Train,96.045197740113,77
532,177,Test,83.21294423577001,77
533,177,Test_Pure,85.08124076809453,77
534,177,Train,95.48022598870057,78
535,177,Test,80.0731965713185,78
536,177,Test_Pure,81.87099950763171,78
537,177,Train,96.045197740113,79
538,177,Test,84.7731869401907,79
539,177,Test_Pure,86.67651403249631,79
540,177,Train,97.17514124293785,80
541,177,Test,81.73938168159492,80
542,177,Test_Pure,83.57459379615952,80
543,177,Train,92.65536723163842,81
544,177,Test,78.79225657324473,81
545,177,Test_Pure,80.56129985228951,81
546,177,Train,93.78531073446328,82
547,177,Test,79.69758258692093,82
548,177,Test_Pure,81.48695224027573,82
549,177,Train,94.91525423728814,83
550,177,Test,74.73755176731196,83
551,177,Test_Pure,76.41555883801084,83
552,177,Train,97.17514124293785,84
553,177,Test,82.12462679379755,84
554,177,Test_Pure,83.96848842934514,84
555,177,Train,97.74011299435028,85
556,177,Test,80.22729461619956,85
557,177,Test_Pure,82.02855736090596,85
558,177,Train,93.78531073446328,86
559,177,Test,82.4520851391698,86
560,177,Test_Pure,84.30329886755294,86
561,177,Train,94.91525423728814,87
562,177,Test,78.25291341616104,87
563,177,Test_Pure,80.00984736582964,87
564,177,Train,93.22033898305084,88
565,177,Test,83.11663295771935,88
566,177,Test_Pure,84.98276710979813,88
567,177,Train,94.91525423728814,89
568,177,Test,75.35394394683618,89
569,177,Test_Pure,77.04579025110783,89
570,177,Train,98.87005649717514,90
571,177,Test,81.0363093518251,90
572,177,Test_Pure,82.85573609059577,90
573,177,Train,93.78531073446328,91
574,177,Test,82.36540498892421,91
575,177,Test_Pure,84.21467257508617,91
576,177,Train,94.35028248587571,92
577,177,Test,80.09245882692863,92
578,177,Test_Pure,81.89069423929098,92
579,177,Train,97.17514124293785,93
580,177,Test,76.12443417124145,93
581,177,Test_Pure,77.83357951747908,93
582,177,Train,93.22033898305084,94
583,177,Test,78.8596744678802,94
584,177,Test_Pure,80.630231413097,94
585,177,Train,94.91525423728814,95
586,177,Test,81.50823461427333,95
587,177,Test_Pure,83.33825701624815,95
588,177,Train,94.91525423728814,96
589,177,Test,81.31561205817202,96
590,177,Test_Pure,83.14130969965534,96
591,177,Train,91.52542372881356,97
592,177,Test,84.6865067899451,97
593,177,Test_Pure,86.58788774002954,97
594,177,Train,96.61016949152543,98
595,177,Test,77.84840604834827,98
596,177,Test_Pure,79.59625800098473,98
597,177,Train,95.48022598870057,99
598,177,Test,74.33304439949919,99
599,177,Test_Pure,76.00196947316593,99
600,195,Train,97.43589743589743,0
601,195,Test,82.336511605509,0
602,195,Test_Pure,84.18513047759724,0
603,195,Train,95.38461538461539,1
604,195,Test,87.65289415390542,1
605,195,Test_Pure,89.62087641555884,1
606,195,Train,96.41025641025641,2
607,195,Test,79.91909852643745,2
608,195,Test_Pure,81.71344165435745,2
609,195,Train,94.87179487179486,3
610,195,Test,82.336511605509,3
611,195,Test_Pure,84.18513047759724,3
612,195,Train,96.92307692307692,4
613,195,Test,83.68486949821823,4
614,195,Test_Pure,85.56376169374693,4
615,195,Train,95.38461538461539,5
616,195,Test,78.27217567177117,5
617,195,Test_Pure,80.02954209748893,5
618,195,Train,97.43589743589743,6
619,195,Test,80.25618799961475,6
620,195,Test_Pure,82.05809945839488,6
621,195,Train,96.41025641025641,7
622,195,Test,85.21621881922373,7
623,195,Test_Pure,87.12949286065978,7
624,195,Train,96.92307692307692,8
625,195,Test,82.59655205624578,8
626,195,Test_Pure,84.45100935499754,8
627,195,Train,95.38461538461539,9
628,195,Test,84.089376866031,9
629,195,Test_Pure,85.97735105859182,9
630,195,Train,94.87179487179486,10
631,195,Test,79.11971491861696,10
632,195,Test_Pure,80.89611029049729,10
633,195,Train,96.41025641025641,11
634,195,Test,83.42482904748147,11
635,195,Test_Pure,85.29788281634663,11
636,195,Train,94.87179487179486,12
637,195,Test,80.26581912741982,12
638,195,Test_Pure,82.06794682422452,12
639,195,Train,94.35897435897435,13
640,195,Test,80.20803236058941,13
641,195,Test_Pure,82.00886262924668,13
642,195,Train,97.43589743589743,14
643,195,Test,81.75864393720505,14
644,195,Test_Pure,83.5942885278188,14
645,195,Train,94.87179487179486,15
646,195,Test,78.72483867860926,15
647,195,Test_Pure,80.49236829148202,15
648,195,Train,96.92307692307692,16
649,195,Test,85.15843205239334,16
650,195,Test_Pure,87.07040866568192,16
651,195,Train,94.87179487179486,17
652,195,Test,83.55003370894731,17
653,195,Test_Pure,85.42589857213196,17
654,195,Train,95.8974358974359,18
655,195,Test,88.07666377732832,18
656,195,Test_Pure,90.05416051206302,18
657,195,Train,94.35897435897435,19
658,195,Test,82.61581431185591,19
659,195,Test_Pure,84.47070408665682,19
660,195,Train,94.87179487179486,20
661,195,Test,77.80025040932294,20
662,195,Test_Pure,79.54702117183653,20
663,195,Train,95.38461538461539,21
664,195,Test,80.5547529615718,21
665,195,Test_Pure,82.36336779911375,21
666,195,Train,97.43589743589743,22
667,195,Test,85.90002889338342,22
668,195,Test_Pure,87.82865583456424,22
669,195,Train,94.35897435897435,23
670,195,Test,82.98179716844842,23
671,195,Test_Pure,84.84490398818316,23
672,195,Train,95.8974358974359,24
673,195,Test,81.1229895020707,24
674,195,Test_Pure,82.94436238306253,24
675,195,Train,95.38461538461539,25
676,195,Test,82.65433882307617,25
677,195,Test_Pure,84.51009354997538,25
678,195,Train,96.92307692307692,26
679,195,Test,80.9207358181643,26
680,195,Test_Pure,82.73756770064008,26
681,195,Train,94.87179487179486,27
682,195,Test,78.85004334007513,27
683,195,Test_Pure,80.62038404726735,27
684,195,Train,97.43589743589743,28
685,195,Test,87.41211595877877,28
686,195,Test_Pure,89.37469226981783,28
687,195,Train,93.84615384615384,29
688,195,Test,80.53549070596166,29
689,195,Test_Pure,82.34367306745446,29
690,195,Train,95.8974358974359,30
691,195,Test,85.10064528556293,30
692,195,Test_Pure,87.01132447070408,30
693,195,Train,96.41025641025641,31
694,195,Test,79.74573822594625,31
695,195,Test_Pure,81.53618906942393,31
696,195,Train,95.38461538461539,32
697,195,Test,87.02687084657613,32
698,195,Test_Pure,88.9807976366322,32
699,195,Train,96.41025641025641,33
700,195,Test,79.74573822594625,33
701,195,Test_Pure,81.53618906942393,33
702,195,Train,97.94871794871794,34
703,195,Test,84.56130212847924,34
704,195,Test_Pure,86.45987198424422,34
705,195,Train,93.33333333333333,35
706,195,Test,80.63180198401233,35
707,195,Test_Pure,82.44214672575086,35
708,195,Train,96.41025641025641,36
709,195,Test,82.98179716844842,36
710,195,Test_Pure,84.84490398818316,36
711,195,Train,94.87179487179486,37
712,195,Test,81.5178657420784,37
713,195,Test_Pure,83.34810438207779,37
714,195,Train,97.43589743589743,38
715,195,Test,83.50187806992199,38
716,195,Test_Pure,85.37666174298376,38
717,195,Train,96.92307692307692,39
718,195,Test,82.97216604064336,39
719,195,Test_Pure,84.83505662235352,39
720,195,Train,96.41025641025641,40
721,195,Test,79.58200905326014,40
722,195,Test_Pure,81.36878385032004,40
723,195,Train,98.97435897435898,41
724,195,Test,79.00414138495618,41
725,195,Test_Pure,80.7779419005416,41
726,195,Train,95.8974358974359,42
727,195,Test,82.01868438794183,42
728,195,Test_Pure,83.8601674052191,42
729,195,Train,95.38461538461539,43
730,195,Test,72.81132620629876,43
731,195,Test_Pure,74.44608567208272,43
732,195,Train,94.35897435897435,44
733,195,Test,78.06029086005971,44
734,195,Test_Pure,79.81290004923683,44
735,195,Train,95.38461538461539,45
736,195,Test,78.9945102571511,45
737,195,Test_Pure,80.76809453471196,45
738,195,Train,97.43589743589743,46
739,195,Test,86.33342964461139,46
740,195,Test_Pure,88.27178729689807,46
741,195,Train,92.3076923076923,47
742,195,Test,81.15188288548589,47
743,195,Test_Pure,82.97390448055145,47
744,195,Train,94.35897435897435,48
745,195,Test,82.05720889916209,48
746,195,Test_Pure,83.89955686853766,48
747,195,Train,94.87179487179486,49
748,195,Test,82.7313878455167,49
749,195,Test_Pure,84.58887247661251,49
750,195,Train,95.8974358974359,50
751,195,Test,82.06684002696716,50
752,195,Test_Pure,83.9094042343673,50
753,195,Train,95.8974358974359,51
754,195,Test,85.03322739092748,51
755,195,Test_Pure,86.9423929098966,51
756,195,Train,97.43589743589743,52
757,195,Test,82.5387652894154,52
758,195,Test_Pure,84.3919251600197,52
759,195,Train,93.84615384615384,53
